Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)
264/133/9,0,0,-0.304,-7.547,0,1.65
264/133/13,0,0,1.893,-5.103,0,1.65
264/133/14,0,0,-2.615,-8.967,0,1.65
267/131/6,0,0,11.922,22.85,0,2.775
267/131/7,0,0,18.287,35.735,0,2.775
267/131/8,0,0,13.331,26.085,0,2.775
267/131/9,0,0,12.324,23.774,0,2.775
267/131/13,0,0,11.177,22.596,0,2.775
267/131/14,0,0,12.063,21.718,0,2.775
267/132/6,0,0,-34.625,-14.561,0,2.775
267/132/7,0,0,-53.749,-22.869,0,2.775
267/132/8,0,0,-39.095,-16.483,0,2.775
267/132/9,0,0,-35.902,-15.11,0,2.775
267/132/13,0,0,-34.11,-14.939,0,2.775
267/132/14,0,0,-33.224,-13.359,0,2.775
268/125/6,0,0,20.496,-4.266,0,3.725
268/125/7,0,0,30.762,-6.287,0,3.725
268/125/8,0,0,22.328,-4.307,0,3.725
268/125/9,0,0,21.019,-4.278,0,3.725
268/125/13,0,0,18.538,-0.8,0,3.725
268/125/14,0,0,21.669,-7.714,0,3.725
268/132/6,0,0,-25.78,-14.108,0,3.725
268/132/7,0,0,-38.814,-21.286,0,3.725
268/132/8,0,0,-28.489,-15.783,0,3.725
268/132/9,0,0,-26.554,-14.587,0,3.725
268/132/13,0,0,-26.766,-16.126,0,3.725
268/132/14,0,0,-23.634,-11.373,0,3.725
269/130/6,0,0,62.02,-46.343,0,1.35
269/130/7,0,0,96.176,-71.68,0,1.35
269/130/8,0,0,70.05,-52.159,0,1.35
269/130/9,0,0,64.314,-48.005,0,1.35
269/130/13,0,0,60.079,-44.377,0,1.35
269/130/14,0,0,60.52,-45.817,0,1.35
269/131/6,0,0,41.943,23.611,0,1.35
269/131/7,0,0,65.214,36.906,0,1.35
269/131/8,0,0,47.507,26.937,0,1.35
269/131/9,0,0,43.532,24.561,0,1.35
269/131/13,0,0,40.53,23.32,0,1.35
269/131/14,0,0,40.971,22.476,0,1.35
270/124/6,0,0,38.51,-27.183,0,3.725
270/124/7,0,0,60.289,-42.686,0,3.725
270/124/8,0,0,43.752,-30.82,0,3.725
270/124/9,0,0,40.008,-28.223,0,3.725
270/124/13,0,0,37.164,-25.809,0,3.725
270/124/14,0,0,37.609,-26.999,0,3.725
270/131/6,0,0,-30.021,-11.373,0,3.725
270/131/7,0,0,-46.927,-17.798,0,3.725
270/131/8,0,0,-34.176,-12.984,0,3.725
270/131/9,0,0,-31.208,-11.833,0,3.725
270/131/13,0,0,-29.353,-11.261,0,3.725
270/131/14,0,0,-28.908,-10.795,0,3.725
272/129/6,0,0,32.378,-20.142,0,2.5
272/129/7,0,0,50.264,-30.985,0,2.5
272/129/8,0,0,36.164,-22.089,0,2.5
272/129/9,0,0,33.46,-20.698,0,2.5
272/129/13,0,0,30.736,-18.704,0,2.5
272/129/14,0,0,32.399,-20.745,0,2.5
272/130/6,0,0,-24.318,-9.884,0,2.5
272/130/7,0,0,-38.416,-15.886,0,2.5
272/130/8,0,0,-28.293,-12.041,0,2.5
272/130/9,0,0,-25.454,-10.501,0,2.5
272/130/13,0,0,-24.297,-10.48,0,2.5
272/130/14,0,0,-22.634,-8.363,0,2.5
274/128/6,0,0,27.473,-17.086,0,2.35
274/128/7,0,0,43.23,-27.019,0,2.35
274/128/8,0,0,31.755,-20.107,0,2.35
274/128/9,0,0,28.696,-17.949,0,2.35
274/128/13,0,0,25.666,-15.373,0,2.35
274/128/14,0,0,27.445,-17.504,0,2.35
274/129/6,0,0,-24.072,-12.88,0,2.35
274/129/7,0,0,-37.347,-19.771,0,2.35
274/129/8,0,0,-26.816,-14.06,0,2.35
274/129/9,0,0,-24.856,-13.217,0,2.35
274/129/13,0,0,-24.374,-13.651,0,2.35
274/129/14,0,0,-22.595,-11.602,0,2.35
275/123/6,0,0,30.227,-15.233,0,3.725
275/123/7,0,0,47.505,-24.217,0,3.725
275/123/8,0,0,34.515,-17.442,0,3.725
275/123/9,0,0,31.452,-15.864,0,3.725
275/123/13,0,0,29.292,-14.731,0,3.725
275/123/14,0,0,29.325,-14.789,0,3.725
275/129/6,0,0,-40.355,-34.097,0,3.725
275/129/7,0,0,-62.975,-53.029,0,3.725
275/129/8,0,0,-45.781,-38.425,0,3.725
275/129/9,0,0,-41.906,-35.334,0,3.725
275/129/13,0,0,-39.21,-33.203,0,3.725
275/129/14,0,0,-39.176,-33.136,0,3.725
277/127/6,0,0,-53.1,25.839,0,1.35
277/127/7,0,0,-82.607,40.237,0,1.35
277/127/8,0,0,-60.146,29.309,0,1.35
277/127/9,0,0,-55.113,26.831,0,1.35
277/127/13,0,0,-51.744,24.644,0,1.35
277/127/14,0,0,-51.435,25.546,0,1.35
277/128/6,0,0,-72.48,-58.391,0,1.35
277/128/7,0,0,-112.461,-90.582,0,1.35
277/128/8,0,0,-81.885,-65.943,0,1.35
277/128/9,0,0,-75.167,-60.549,0,1.35
277/128/13,0,0,-70.619,-57.432,0,1.35
277/128/14,0,0,-70.311,-56.114,0,1.35
278/126/6,0,0,45.716,-30.399,0,3.675
278/126/7,0,0,70.921,-47.443,0,3.675
278/126/8,0,0,51.563,-34.311,0,3.675
278/126/9,0,0,47.387,-31.517,0,3.675
278/126/13,0,0,44.12,-28.766,0,3.675
278/126/14,0,0,44.806,-30.355,0,3.675
278/127/6,0,0,-20.527,24.734,0,3.675
278/127/7,0,0,-31.796,38.525,0,3.675
278/127/8,0,0,-23.175,28.062,0,3.675
278/127/9,0,0,-21.284,25.685,0,3.675
278/127/13,0,0,-20.303,23.556,0,3.675
278/127/14,0,0,-19.617,24.486,0,3.675
279/122/6,0,0,38.005,-24.062,0,3.725
279/122/7,0,0,59.66,-38.106,0,3.725
279/122/8,0,0,43.318,-27.532,0,3.725
279/122/9,0,0,39.523,-25.053,0,3.725
279/122/13,0,0,37.055,-23.831,0,3.725
279/122/14,0,0,36.678,-22.805,0,3.725
279/127/6,0,0,-32.572,-13.943,0,3.725
279/127/7,0,0,-50.811,-21.625,0,3.725
279/127/8,0,0,-36.97,-15.708,0,3.725
279/127/9,0,0,-33.829,-14.447,0,3.725
279/127/13,0,0,-31.441,-13.376,0,3.725
279/127/14,0,0,-31.818,-13.753,0,3.725
281/121/6,0,0,22.326,-8.653,0,3.725
281/121/7,0,0,33.701,-13.118,0,3.725
281/121/8,0,0,24.474,-9.245,0,3.725
281/121/9,0,0,22.94,-8.822,0,3.725
281/121/13,0,0,23.595,-12.211,0,3.725
281/121/14,0,0,20.137,-4.841,0,3.725
281/126/6,0,0,-25.998,-15.491,0,3.725
281/126/7,0,0,-39.132,-23.234,0,3.725
281/126/8,0,0,-28.706,-17.127,0,3.725
281/126/9,0,0,-26.771,-15.958,0,3.725
281/126/13,0,0,-23.689,-12.386,0,3.725
281/126/14,0,0,-27.146,-17.894,0,3.725
283/124/6,0,0,13.94,-3.586,0,2.775
283/124/7,0,0,20.663,-5.188,0,2.775
283/124/8,0,0,15.323,-4.132,0,2.775
283/124/9,0,0,14.335,-3.742,0,2.775
283/124/13,0,0,12.157,-1.878,0,2.775
283/124/14,0,0,15.13,-5.059,0,2.775
283/125/6,0,0,-16.066,-6.536,0,2.775
283/125/7,0,0,-24.062,-9.903,0,2.775
283/125/8,0,0,-17.379,-6.985,0,2.775
283/125/9,0,0,-16.441,-6.664,0,2.775
283/125/13,0,0,-17.272,-8.975,0,2.775
283/125/14,0,0,-14.299,-3.905,0,2.775
285/123/6,0,0,33.097,-37.065,0,3.85
285/123/7,0,0,50.049,-56.275,0,3.85
285/123/8,0,0,36.378,-40.714,0,3.85
285/123/9,0,0,34.034,-38.107,0,3.85
285/123/13,0,0,31.503,-34.625,0,3.85
285/123/14,0,0,33.284,-37.941,0,3.85
285/124/6,0,0,-17.914,-7.839,0,3.85
285/124/7,0,0,-26.922,-11.758,0,3.85
285/124/8,0,0,-19.815,-8.829,0,3.85
285/124/9,0,0,-18.457,-8.122,0,3.85
285/124/13,0,0,-18.397,-9.396,0,3.85
285/124/14,0,0,-16.617,-5.857,0,3.85
287/122/6,0,0,3.515,27.176,0,3.7
287/122/7,0,0,5.137,41.099,0,3.7
287/122/8,0,0,4.117,29.183,0,3.7
287/122/9,0,0,3.687,27.749,0,3.7
287/122/13,0,0,2.373,28.648,0,3.7
287/122/14,0,0,4.398,24.843,0,3.7
287/123/6,0,0,-44.28,-48.24,0,3.7
287/123/7,0,0,-66.881,-73.129,0,3.7
287/123/8,0,0,-48.469,-52.867,0,3.7
287/123/9,0,0,-45.477,-49.562,0,3.7
287/123/13,0,0,-44.395,-49.094,0,3.7
287/123/14,0,0,-42.37,-45.404,0,3.7
289/121/6,0,0,41.125,-33.91,0,3.675
289/121/7,0,0,62.127,-51.383,0,3.675
289/121/8,0,0,44.92,-36.825,0,3.675
289/121/9,0,0,42.209,-34.743,0,3.675
289/121/13,0,0,39.242,-30.874,0,3.675
289/121/14,0,0,41.381,-35.697,0,3.675
289/122/6,0,0,-6.138,30.378,0,3.675
289/122/7,0,0,-9.072,46.107,0,3.675
289/122/8,0,0,-7.07,32.725,0,3.675
289/122/9,0,0,-6.404,31.049,0,3.675
289/122/13,0,0,-7.008,28.356,0,3.675
289/122/14,0,0,-4.869,31.395,0,3.675
292/119/6,0,0,-25.207,113.12,0,3.775
292/119/7,0,0,-38.145,170.87,0,3.775
292/119/8,0,0,-26.979,122.537,0,3.775
292/119/9,0,0,-25.713,115.81,0,3.775
292/119/13,0,0,-23.007,108.624,0,3.775
292/119/14,0,0,-26.648,113.58,0,3.775
292/120/6,0,0,-74.472,-75.025,0,3.775
292/120/7,0,0,-112.422,-113.325,0,3.775
292/120/8,0,0,-81.21,-81.669,0,3.775
292/120/9,0,0,-76.397,-76.923,0,3.775
292/120/13,0,0,-71.208,-69.207,0,3.775
292/120/14,0,0,-74.849,-77.996,0,3.775
293/112/6,0,0,19.017,-2.348,0,3.525
293/112/7,0,0,28.507,-3.332,0,3.525
293/112/8,0,0,20.944,-2.707,0,3.525
293/112/9,0,0,19.567,-2.45,0,3.525
293/112/13,0,0,16.136,1.264,0,3.525
293/112/14,0,0,21.072,-5.805,0,3.525
293/120/6,0,0,-25.114,-13.094,0,3.525
293/120/7,0,0,-37.872,-19.837,0,3.525
293/120/8,0,0,-27.536,-14.326,0,3.525
293/120/9,0,0,-25.806,-13.446,0,3.525
293/120/13,0,0,-27.063,-17.994,0,3.525
293/120/14,0,0,-22.127,-7.666,0,3.525
295/118/6,0,0,36.901,56.798,0,2.15
295/118/7,0,0,55.095,86.553,0,2.15
295/118/8,0,0,39.389,62.752,0,2.15
295/118/9,0,0,37.612,58.499,0,2.15
295/118/13,0,0,38.545,54.771,0,2.15
295/118/14,0,0,34.192,56.274,0,2.15
295/119/6,0,0,16.71,114.431,0,2.15
295/119/7,0,0,25.306,172.983,0,2.15
295/119/8,0,0,17.58,123.995,0,2.15
295/119/9,0,0,16.959,117.163,0,2.15
295/119/13,0,0,18.7,116.31,0,2.15
295/119/14,0,0,14.347,108.453,0,2.15
296/110/6,0,0,24.987,-4.842,0,3.525
296/110/7,0,0,38.852,-7.506,0,3.525
296/110/8,0,0,28.289,-5.552,0,3.525
296/110/9,0,0,25.93,-5.045,0,3.525
296/110/13,0,0,23.854,-4.121,0,3.525
296/110/14,0,0,24.704,-5.259,0,3.525
296/119/6,0,0,-34.298,-21.254,0,3.525
296/119/7,0,0,-53.755,-33.772,0,3.525
296/119/8,0,0,-39.032,-24.487,0,3.525
296/119/9,0,0,-35.651,-22.178,0,3.525
296/119/13,0,0,-33.709,-21.49,0,3.525
296/119/14,0,0,-32.859,-19.632,0,3.525
297/117/6,0,0,103,-113.66,0,1.825
297/117/7,0,0,155.982,-172.289,0,1.825
297/117/8,0,0,112.823,-124.249,0,1.825
297/117/9,0,0,105.806,-116.685,0,1.825
297/117/13,0,0,103.316,-116.553,0,1.825
297/117/14,0,0,98.473,-106.228,0,1.825
297/118/6,0,0,87.21,59.907,0,1.825
297/118/7,0,0,132.842,91.263,0,1.825
297/118/8,0,0,95.868,66.181,0,1.825
297/118/9,0,0,89.684,61.699,0,1.825
297/118/13,0,0,87.777,57.819,0,1.825
297/118/14,0,0,82.933,59.305,0,1.825
298/109/6,0,0,11.148,57.507,0,3.525
298/109/7,0,0,17.464,88.504,0,3.525
298/109/8,0,0,12.806,64.029,0,3.525
298/109/9,0,0,11.622,59.37,0,3.525
298/109/13,0,0,10.547,56.466,0,3.525
298/109/14,0,0,11.038,55.753,0,3.525
298/118/6,0,0,-50.309,-20.34,0,3.525
298/118/7,0,0,-77.748,-31.787,0,3.525
298/118/8,0,0,-56.478,-23.129,0,3.525
298/118/9,0,0,-52.071,-21.137,0,3.525
298/118/13,0,0,-49.232,-20.251,0,3.525
298/118/14,0,0,-48.741,-19.235,0,3.525
300/116/6,0,0,19.739,-5.095,0,2
300/116/7,0,0,30.035,-7.883,0,2
300/116/8,0,0,21.947,-5.794,0,2
300/116/9,0,0,20.37,-5.295,0,2
300/116/13,0,0,20.72,-6.462,0,2
300/116/14,0,0,17.813,-3.43,0,2
300/117/6,0,0,-2.08,9.959,0,2
300/117/7,0,0,-2.505,15.504,0,2
300/117/8,0,0,-1.844,11.303,0,2
300/117/9,0,0,-2.012,10.343,0,2
300/117/13,0,0,-0.676,11.063,0,2
300/117/14,0,0,-3.584,8.28,0,2
302/115/6,0,0,-45.973,8.219,0,1.225
302/115/7,0,0,-69.717,12.637,0,1.225
302/115/8,0,0,-50.403,9.273,0,1.225
302/115/9,0,0,-47.238,8.52,0,1.225
302/115/13,0,0,-42.491,9.224,0,1.225
302/115/14,0,0,-47.556,6.761,0,1.225
302/116/6,0,0,-58.313,-54.262,0,1.225
302/116/7,0,0,-88.02,-81.76,0,1.225
302/116/8,0,0,-63.794,-59.063,0,1.225
302/116/9,0,0,-59.879,-55.634,0,1.225
302/116/13,0,0,-54.606,-48.899,0,1.225
302/116/14,0,0,-59.671,-57.567,0,1.225
303/114/6,0,0,-13.981,65.615,0,2.35
303/114/7,0,0,-21.254,98.826,0,2.35
303/114/8,0,0,-14.956,70.984,0,2.35
303/114/9,0,0,-14.259,67.149,0,2.35
303/114/13,0,0,-11.644,60.808,0,2.35
303/114/14,0,0,-15.899,68.121,0,2.35
303/115/6,0,0,-37.119,5.572,0,2.35
303/115/7,0,0,-55.515,8.622,0,2.35
303/115/8,0,0,-40.028,6.377,0,2.35
303/115/9,0,0,-37.95,5.802,0,2.35
303/115/13,0,0,-34.368,6.743,0,2.35
303/115/14,0,0,-38.623,4.057,0,2.35
304/106/6,0,0,35.719,-26.392,0,2.7
304/106/7,0,0,55.398,-40.51,0,2.7
304/106/8,0,0,40.224,-29.384,0,2.7
304/106/9,0,0,37.006,-27.247,0,2.7
304/106/13,0,0,35.159,-26.493,0,2.7
304/106/14,0,0,34.349,-25.008,0,2.7
304/115/6,0,0,-8.853,3.369,0,2.7
304/115/7,0,0,-14.202,4.753,0,2.7
304/115/8,0,0,-10.375,3.404,0,2.7
304/115/9,0,0,-9.288,3.379,0,2.7
304/115/13,0,0,-8.122,3.714,0,2.7
304/115/14,0,0,-8.933,3.01,0,2.7
306/113/6,0,0,62.901,-48.882,0,2.675
306/113/7,0,0,94.664,-73.803,0,2.675
306/113/8,0,0,68.34,-53.165,0,2.675
306/113/9,0,0,64.455,-50.106,0,2.675
306/113/13,0,0,63.001,-50.641,0,2.675
306/113/14,0,0,60.47,-45.288,0,2.675
306/114/6,0,0,34.585,81.505,0,2.675
306/114/7,0,0,52.519,123.055,0,2.675
306/114/8,0,0,37.519,88.421,0,2.675
306/114/9,0,0,35.423,83.481,0,2.675
306/114/13,0,0,35.222,80.732,0,2.675
306/114/14,0,0,32.69,79.314,0,2.675
307/101/6,0,0,38.794,-18.246,0,4.325
307/101/7,0,0,60.121,-28.197,0,4.325
307/101/8,0,0,43.805,-20.664,0,4.325
307/101/9,0,0,40.226,-18.937,0,4.325
307/101/13,0,0,38.87,-20.223,0,4.325
307/101/14,0,0,36.572,-15.232,0,4.325
307/114/6,0,0,-44.224,-29.987,0,4.325
307/114/7,0,0,-68.81,-46.985,0,4.325
307/114/8,0,0,-49.988,-34.035,0,4.325
307/114/9,0,0,-45.871,-31.143,0,4.325
307/114/13,0,0,-41.839,-26.645,0,4.325
307/114/14,0,0,-44.137,-31.593,0,4.325
309/100/6,0,0,29.112,-16.141,0,4.325
309/100/7,0,0,43.889,-24.439,0,4.325
309/100/8,0,0,32.067,-17.93,0,4.325
309/100/9,0,0,29.956,-16.652,0,4.325
309/100/13,0,0,30.634,-19.688,0,4.325
309/100/14,0,0,26.322,-11.827,0,4.325
309/113/6,0,0,-26.712,-10.952,0,4.325
309/113/7,0,0,-40.225,-16.515,0,4.325
309/113/8,0,0,-29.351,-12.055,0,4.325
309/113/9,0,0,-27.466,-11.267,0,4.325
309/113/13,0,0,-23.991,-5.322,0,4.325
309/113/14,0,0,-28.303,-16.109,0,4.325
311/111/6,0,0,-25.355,77.006,0,2.775
311/111/7,0,0,-37.808,117.107,0,2.775
311/111/8,0,0,-26.404,83.356,0,2.775
311/111/9,0,0,-25.655,78.82,0,2.775
311/111/13,0,0,-24.487,75.142,0,2.775
311/111/14,0,0,-25.774,76.147,0,2.775
311/112/6,0,0,-78.687,-75.561,0,2.775
311/112/7,0,0,-120.637,-115.79,0,2.775
311/112/8,0,0,-86.66,-82.991,0,2.775
311/112/9,0,0,-80.965,-77.684,0,2.775
311/112/13,0,0,-76.335,-72.687,0,2.775
311/112/14,0,0,-77.622,-75.251,0,2.775
312/105/6,0,0,11.363,-3.581,0,2.45
312/105/7,0,0,16.894,-5.363,0,2.45
312/105/8,0,0,12.269,-3.849,0,2.45
312/105/9,0,0,11.622,-3.657,0,2.45
312/105/13,0,0,8.441,-0.216,0,2.45
312/105/14,0,0,13.897,-6.83,0,2.45
312/112/6,0,0,-13.318,-5.975,0,2.45
312/112/7,0,0,-19.711,-8.813,0,2.45
312/112/8,0,0,-14.513,-6.598,0,2.45
312/112/9,0,0,-13.659,-6.153,0,2.45
312/112/13,0,0,-15.79,-9.219,0,2.45
312/112/14,0,0,-10.333,-2.464,0,2.45
314/110/6,0,0,-8.791,54.708,0,1
314/110/7,0,0,-14.234,83.536,0,1
314/110/8,0,0,-10.948,59.847,0,1
314/110/9,0,0,-9.407,56.176,0,1
314/110/13,0,0,-7.435,54.519,0,1
314/110/14,0,0,-9.222,52.695,0,1
314/111/6,0,0,-20.186,40.423,0,1
314/111/7,0,0,-31.638,60.924,0,1
314/111/8,0,0,-23.635,42.79,0,1
314/111/9,0,0,-21.171,41.099,0,1
314/111/13,0,0,-18.554,41.721,0,1
314/111/14,0,0,-20.34,38.11,0,1
315/104/6,0,0,31.157,-19.539,0,2.45
315/104/7,0,0,47.819,-29.867,0,2.45
315/104/8,0,0,34.441,-21.423,0,2.45
315/104/9,0,0,32.095,-20.077,0,2.45
315/104/13,0,0,30.17,-19.203,0,2.45
315/104/14,0,0,30.738,-19.066,0,2.45
315/111/6,0,0,1.699,20.71,0,2.45
315/111/7,0,0,2.14,31.333,0,2.45
315/111/8,0,0,1.204,22.241,0,2.45
315/111/9,0,0,1.557,21.148,0,2.45
315/111/13,0,0,1.521,19.618,0,2.45
315/111/14,0,0,2.089,21.146,0,2.45
316/109/6,0,0,43.086,-10.938,0,2.15
316/109/7,0,0,65.839,-16.793,0,2.15
316/109/8,0,0,47.376,-11.986,0,2.15
316/109/9,0,0,44.312,-11.238,0,2.15
316/109/13,0,0,42.636,-10.775,0,2.15
316/109/14,0,0,41.699,-10.652,0,2.15
316/110/6,0,0,16.196,54.913,0,2.15
316/110/7,0,0,24.618,83.825,0,2.15
316/110/8,0,0,17.342,60.035,0,2.15
316/110/9,0,0,16.524,56.376,0,2.15
316/110/13,0,0,16.419,54.761,0,2.15
316/110/14,0,0,15.483,52.87,0,2.15
317/107/6,0,0,67.182,-14.059,0,1.175
317/107/7,0,0,103.05,-21.463,0,1.175
317/107/8,0,0,74.58,-15.519,0,1.175
317/107/9,0,0,69.296,-14.476,0,1.175
317/107/13,0,0,65.82,-13.67,0,1.175
317/107/14,0,0,65.374,-13.822,0,1.175
317/109/6,0,0,54.235,58.504,0,1.175
317/109/7,0,0,83.303,89.976,0,1.175
317/109/8,0,0,60.182,65.073,0,1.175
317/109/9,0,0,55.934,60.381,0,1.175
317/109/13,0,0,53.183,57.434,0,1.175
317/109/14,0,0,52.737,56.758,0,1.175
319/107/6,0,0,-63.261,66.067,0,1.8
319/107/7,0,0,-97.563,101.836,0,1.8
319/107/8,0,0,-70.655,73.68,0,1.8
319/107/9,0,0,-65.374,68.242,0,1.8
319/107/13,0,0,-61.294,64.943,0,1.8
319/107/14,0,0,-62.059,63.928,0,1.8
319/108/6,0,0,-90.436,-75.342,0,1.8
319/108/7,0,0,-139.706,-116.608,0,1.8
319/108/8,0,0,-101.318,-84.651,0,1.8
319/108/9,0,0,-93.545,-78.002,0,1.8
319/108/13,0,0,-87.721,-72.151,0,1.8
319/108/14,0,0,-88.487,-74.543,0,1.8
320/103/6,0,0,-45.836,33.438,0,1.275
320/103/7,0,0,-70.495,51.471,0,1.275
320/103/8,0,0,-51.043,37.24,0,1.275
320/103/9,0,0,-47.324,34.524,0,1.275
320/103/13,0,0,-46.255,32.087,0,1.275
320/103/14,0,0,-43.186,33.16,0,1.275
320/108/6,0,0,-62.179,-36.077,0,1.275
320/108/7,0,0,-95.724,-55.536,0,1.275
320/108/8,0,0,-69.41,-40.304,0,1.275
320/108/9,0,0,-64.245,-37.285,0,1.275
320/108/13,0,0,-62.164,-37.663,0,1.275
320/108/14,0,0,-59.095,-32.678,0,1.275
321/106/6,0,0,65.679,-67.219,0,3.05
321/106/7,0,0,101.887,-104.247,0,3.05
321/106/8,0,0,74.011,-75.702,0,3.05
321/106/9,0,0,68.06,-69.643,0,3.05
321/106/13,0,0,64.499,-66.81,0,3.05
321/106/14,0,0,63.288,-63.991,0,3.05
321/107/6,0,0,3.921,52.02,0,3.05
321/107/7,0,0,5.487,80.333,0,3.05
321/107/8,0,0,3.925,58.264,0,3.05
321/107/9,0,0,3.922,53.804,0,3.05
321/107/13,0,0,4.526,51.119,0,3.05
321/107/14,0,0,3.315,50.245,0,3.05
323/102/6,0,0,-29.058,30.811,0,1.625
323/102/7,0,0,-44.289,47.264,0,1.625
323/102/8,0,0,-31.932,34.129,0,1.625
323/102/9,0,0,-29.879,31.759,0,1.625
323/102/13,0,0,-27.187,30.106,0,1.625
323/102/14,0,0,-29.697,30.093,0,1.625
323/106/6,0,0,-56.228,-38.992,0,1.625
323/106/7,0,0,-86.531,-59.836,0,1.625
323/106/8,0,0,-62.658,-43.311,0,1.625
323/106/9,0,0,-58.065,-40.226,0,1.625
323/106/13,0,0,-53.596,-36.02,0,1.625
323/106/14,0,0,-56.106,-40.113,0,1.625
324/99/6,0,0,9.743,-11.27,0,2
324/99/7,0,0,14.399,-17.082,0,2
324/99/8,0,0,10.696,-12.578,0,2
324/99/9,0,0,10.015,-11.644,0,2
324/99/13,0,0,6.207,-7.763,0,2
324/99/14,0,0,12.871,-14.217,0,2
324/105/6,0,0,-8.357,-9.884,0,2
324/105/7,0,0,-12.226,-14.909,0,2
324/105/8,0,0,-8.804,-10.685,0,2
324/105/9,0,0,-8.485,-10.113,0,2
324/105/13,0,0,-11.593,-13.149,0,2
324/105/14,0,0,-4.929,-6.275,0,2
326/104/6,0,0,1.534,42.525,0,2.775
326/104/7,0,0,2.497,65.486,0,2.775
326/104/8,0,0,1.905,47.397,0,2.775
326/104/9,0,0,1.64,43.917,0,2.775
326/104/13,0,0,1.69,41.266,0,2.775
326/104/14,0,0,1.218,41.696,0,2.775
326/105/6,0,0,-44.772,-22.683,0,2.775
326/105/7,0,0,-69.156,-35.298,0,2.775
326/105/8,0,0,-50.244,-25.689,0,2.775
326/105/9,0,0,-46.336,-23.542,0,2.775
326/105/13,0,0,-43.364,-21.599,0,2.775
326/105/14,0,0,-43.836,-22.479,0,2.775
327/103/6,0,0,48.622,-11.098,0,1.35
327/103/7,0,0,74.683,-17.047,0,1.35
327/103/8,0,0,54.105,-12.334,0,1.35
327/103/9,0,0,50.189,-11.451,0,1.35
327/103/13,0,0,47.399,-10.938,0,1.35
327/103/14,0,0,47.495,-10.729,0,1.35
327/104/6,0,0,32.691,45.387,0,1.35
327/104/7,0,0,50.317,69.872,0,1.35
327/104/8,0,0,36.346,50.566,0,1.35
327/104/9,0,0,33.735,46.867,0,1.35
327/104/13,0,0,31.86,44.109,0,1.35
327/104/14,0,0,31.956,44.447,0,1.35
328/97/6,0,0,33.89,-22.114,0,2
328/97/7,0,0,52.461,-34.361,0,2
328/97/8,0,0,38.182,-25.011,0,2
328/97/9,0,0,35.116,-22.941,0,2
328/97/13,0,0,31.388,-18.98,0,2
328/97/14,0,0,34.552,-24.005,0,2
328/103/6,0,0,2.786,19.751,0,2
328/103/7,0,0,4.188,30.542,0,2
328/103/8,0,0,3.062,22.221,0,2
328/103/9,0,0,2.865,20.457,0,2
328/103/13,0,0,1.145,18.571,0,2
328/103/14,0,0,4.309,19.873,0,2
329/95/6,0,0,44.091,-28.296,0,1.65
329/95/7,0,0,67.798,-43.626,0,1.65
329/95/8,0,0,49.042,-31.518,0,1.65
329/95/9,0,0,45.506,-29.216,0,1.65
329/95/13,0,0,44.624,-29.956,0,1.65
329/95/14,0,0,41.436,-25.255,0,1.65
329/102/6,0,0,21.386,29.129,0,1.65
329/102/7,0,0,32.676,44.683,0,1.65
329/102/8,0,0,23.479,32.242,0,1.65
329/102/9,0,0,21.984,30.019,0,1.65
329/102/13,0,0,22.532,28.742,0,1.65
329/102/14,0,0,19.343,28.181,0,1.65
330/101/6,0,0,-16.284,68.665,0,2.35
330/101/7,0,0,-24.326,104.412,0,2.35
330/101/8,0,0,-17.081,74.734,0,2.35
330/101/9,0,0,-16.512,70.399,0,2.35
330/101/13,0,0,-16.453,68.102,0,2.35
330/101/14,0,0,-15.775,66.627,0,2.35
330/102/6,0,0,-50.444,-13.243,0,2.35
330/102/7,0,0,-76.965,-20.175,0,2.35
330/102/8,0,0,-55.411,-14.485,0,2.35
330/102/9,0,0,-51.863,-13.598,0,2.35
330/102/13,0,0,-49.719,-13.036,0,2.35
330/102/14,0,0,-49.04,-12.917,0,2.35
332/100/6,0,0,67.679,-55.536,0,2.675
332/100/7,0,0,103.617,-85.064,0,2.675
332/100/8,0,0,74.593,-61.059,0,2.675
332/100/9,0,0,69.655,-57.114,0,2.675
332/100/13,0,0,66.785,-55.006,0,2.675
332/100/14,0,0,65.611,-53.698,0,2.675
332/101/6,0,0,26.39,74.856,0,2.675
332/101/7,0,0,39.87,114.127,0,2.675
332/101/8,0,0,28.185,81.685,0,2.675
332/101/9,0,0,26.903,76.807,0,2.675
332/101/13,0,0,26.591,74.308,0,2.675
332/101/14,0,0,25.418,72.477,0,2.675
333/93/6,0,0,12.772,-18.152,0,1.65
333/93/7,0,0,18.932,-27.406,0,1.65
333/93/8,0,0,13.708,-19.93,0,1.65
333/93/9,0,0,13.039,-18.66,0,1.65
333/93/13,0,0,16.493,-20.894,0,1.65
333/93/14,0,0,8.65,-14.647,0,1.65
333/100/6,0,0,-0.847,-8.313,0,1.65
333/100/7,0,0,-0.944,-12.566,0,1.65
333/100/8,0,0,-0.863,-9.333,0,1.65
333/100/9,0,0,-0.851,-8.605,0,1.65
333/100/13,0,0,3.078,-4.748,0,1.65
333/100/14,0,0,-4.765,-11.442,0,1.65
