182,Beam8,70   74   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
183,Beam8,71   75   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
184,Beam3,72   76   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
185,Beam8,73   77   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
186,Beam13,74   78   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
187,Beam13,75   79   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
188,Beam8,76   80   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
189,Beam6,81   85   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
190,Beam2,82   86   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
191,Beam2,83   87   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
192,Beam6,84   88   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
193,Beam6,85   89   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
194,Beam2,86   90   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
195,Beam2,87   91   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
196,Beam6,88   92   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
197,Beam6,89   93   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
198,Beam2,90   94   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
199,Beam2,91   95   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
200,Beam6,92   96   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
