Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)
 103/ 17/ 9 (C),486.021,0.439,4.912,-4.586,0.315,3.050
 103/ 17/ 13 (C),460.880,1.160,2.157,-0.342,1.434,3.050
 103/ 17/ 14 (C),471.168,-0.302,7.264,-8.464,-0.808,3.050
 103/ 50/ 6 (C),467.732,0.433,4.797,10.149,-1.008,3.050
 103/ 50/ 7 (C),704.735,0.624,7.193,15.236,-1.463,3.050
 103/ 50/ 8 (C),507.725,0.453,5.201,11.013,-1.064,3.050
 103/ 50/ 9 (C),479.158,0.439,4.912,10.396,-1.024,3.050
 103/ 50/ 13 (C),454.018,1.160,2.157,6.237,-2.105,3.050
 103/ 50/ 14 (C),464.305,-0.302,7.264,13.692,0.114,3.050
 104/ 48/ 6 (C),-0.000,0.000,-23.758,87.487,0.000,2.350
 104/ 48/ 7 (C),-0.000,0.000,-36.021,131.761,0.000,2.350
 104/ 48/ 8 (C),-0.000,0.000,-25.622,94.784,0.000,2.350
 104/ 48/ 9 (C),-0.000,0.000,-24.291,89.572,0.000,2.350
 104/ 48/ 13 (C),-0.000,0.000,-20.710,82.361,0.000,2.350
 104/ 48/ 14 (C),-0.000,0.000,-26.007,89.486,0.000,2.350
 104/ 49/ 6 (C),-0.000,0.000,-46.897,4.467,-0.000,2.350
 104/ 49/ 7 (C),-0.000,0.000,-70.282,6.855,-0.000,2.350
 104/ 49/ 8 (C),-0.000,0.000,-50.694,5.113,-0.000,2.350
 104/ 49/ 9 (C),-0.000,0.000,-47.982,4.652,-0.000,2.350
 104/ 49/ 13 (C),-0.000,0.000,-43.435,6.990,-0.000,2.350
 104/ 49/ 14 (C),-0.000,0.000,-48.731,1.668,-0.000,2.350
 105/ 40/ 6 (C),0.000,0.000,38.591,-30.581,0.000,2.700
 105/ 40/ 7 (C),0.000,0.000,59.820,-46.956,0.000,2.700
 105/ 40/ 8 (C),0.000,0.000,43.408,-34.019,0.000,2.700
 105/ 40/ 9 (C),0.000,0.000,39.968,-31.563,0.000,2.700
 105/ 40/ 13 (C),0.000,0.000,38.466,-31.496,0.000,2.700
 105/ 40/ 14 (C),-0.000,0.000,36.653,-28.192,0.000,2.700
 105/ 49/ 6 (C),0.000,0.000,-5.981,6.935,-0.000,2.700
 105/ 49/ 7 (C),0.000,0.000,-9.780,10.246,-0.000,2.700
 105/ 49/ 8 (C),0.000,0.000,-7.191,7.366,-0.000,2.700
 105/ 49/ 9 (C),0.000,0.000,-6.327,7.058,-0.000,2.700
 105/ 49/ 13 (C),0.000,0.000,-4.816,7.638,-0.000,2.700
 105/ 49/ 14 (C),-0.000,0.000,-6.628,6.047,-0.000,2.700
 106/ 47/ 6 (C),-0.001,-0.000,68.029,-47.554,-0.000,2.675
 106/ 47/ 7 (C),-0.001,-0.000,102.257,-71.635,-0.000,2.675
 106/ 47/ 8 (C),-0.001,-0.000,73.867,-51.659,-0.000,2.675
 106/ 47/ 9 (C),-0.001,-0.000,69.697,-48.727,-0.000,2.675
 106/ 47/ 13 (C),-0.001,0.000,68.598,-51.603,0.000,2.675
 106/ 47/ 14 (C),-0.001,-0.000,64.959,-41.747,-0.000,2.675
 106/ 48/ 6 (C),-0.001,-0.000,39.713,96.551,0.000,2.675
 106/ 48/ 7 (C),-0.001,-0.000,60.112,145.533,0.000,2.675
 106/ 48/ 8 (C),-0.001,-0.000,43.046,104.714,0.000,2.675
 106/ 48/ 9 (C),-0.001,-0.000,40.665,98.883,0.000,2.675
 106/ 48/ 13 (C),-0.001,0.000,40.818,94.741,-0.000,2.675
 106/ 48/ 14 (C),-0.001,-0.000,37.179,94.863,0.000,2.675
 107/ 34/ 6 (C),-0.002,0.000,39.001,-14.363,0.000,4.325
 107/ 34/ 7 (C),-0.002,0.000,60.471,-22.194,0.000,4.325
 107/ 34/ 8 (C),-0.002,0.000,44.041,-16.231,0.000,4.325
 107/ 34/ 9 (C),-0.002,0.000,40.441,-14.896,0.000,4.325
 107/ 34/ 13 (C),-0.002,0.000,38.938,-16.083,0.000,4.325
 107/ 34/ 14 (C),-0.002,-0.000,36.904,-11.841,-0.000,4.325
 107/ 48/ 6 (C),-0.002,0.000,-44.017,-25.211,-0.000,4.325
 107/ 48/ 7 (C),-0.002,0.000,-68.460,-39.471,-0.000,4.325
 107/ 48/ 8 (C),-0.002,0.000,-49.752,-28.581,-0.000,4.325
 107/ 48/ 9 (C),-0.002,0.000,-45.656,-26.174,-0.000,4.325
 107/ 48/ 13 (C),-0.002,0.000,-41.771,-22.211,-0.000,4.325
 107/ 48/ 14 (C),-0.002,-0.000,-43.805,-26.766,0.000,4.325
 108/ 33/ 6 (C),-0.000,0.000,30.793,-19.556,0.000,4.325
 108/ 33/ 7 (C),-0.000,0.000,46.478,-29.677,0.000,4.325
 108/ 33/ 8 (C),-0.000,0.000,33.940,-21.699,0.000,4.325
 108/ 33/ 9 (C),-0.000,0.000,31.692,-20.168,0.000,4.325
 108/ 33/ 13 (C),-0.000,0.000,33.470,-24.955,0.000,4.325
 108/ 33/ 14 (C),-0.000,0.000,26.767,-13.239,0.000,4.325
 108/ 47/ 6 (C),-0.000,0.000,-25.031,-7.096,-0.000,4.325
 108/ 47/ 7 (C),-0.000,0.000,-37.636,-10.555,-0.000,4.325
 108/ 47/ 8 (C),-0.000,0.000,-27.478,-7.725,-0.000,4.325
 108/ 47/ 9 (C),-0.000,0.000,-25.730,-7.276,-0.000,4.325
 108/ 47/ 13 (C),-0.000,0.000,-21.156,1.675,-0.000,4.325
 108/ 47/ 14 (C),-0.000,0.000,-27.858,-15.597,-0.000,4.325
 109/ 45/ 6 (C),-0.001,-0.000,-26.401,80.309,-0.000,2.775
 109/ 45/ 7 (C),-0.002,-0.000,-39.233,121.850,-0.000,2.775
 109/ 45/ 8 (C),-0.001,-0.000,-27.456,86.782,-0.000,2.775
 109/ 45/ 9 (C),-0.001,-0.000,-26.702,82.159,-0.000,2.775
 109/ 45/ 13 (C),-0.001,0.000,-24.905,78.289,0.000,2.775
 109/ 45/ 14 (C),-0.001,-0.000,-27.444,79.556,-0.000,2.775
 109/ 46/ 6 (C),-0.001,-0.000,-79.733,-75.159,0.000,2.775
 109/ 46/ 7 (C),-0.002,-0.000,-122.062,-115.003,0.000,2.775
 109/ 46/ 8 (C),-0.001,-0.000,-87.712,-82.485,0.000,2.775
 109/ 46/ 9 (C),-0.001,-0.000,-82.012,-77.252,0.000,2.775
 109/ 46/ 13 (C),-0.001,0.000,-76.753,-70.699,0.000,2.775
 109/ 46/ 14 (C),-0.001,-0.000,-79.292,-76.478,0.000,2.775
 110/ 39/ 6 (C),-0.000,0.000,-19.548,50.183,0.000,2.450
 110/ 39/ 7 (C),-0.000,0.000,-29.761,75.635,0.000,2.450
 110/ 39/ 8 (C),-0.000,0.000,-21.319,54.474,0.000,2.450
 110/ 39/ 9 (C),-0.000,0.000,-20.054,51.409,0.000,2.450
 110/ 39/ 13 (C),-0.000,0.000,-22.603,53.128,0.000,2.450
 110/ 39/ 14 (C),-0.000,0.000,-15.734,45.398,0.000,2.450
 110/ 46/ 6 (C),-0.000,0.000,-44.229,-27.944,-0.000,2.450
 110/ 46/ 7 (C),-0.000,0.000,-66.367,-42.122,-0.000,2.450
 110/ 46/ 8 (C),-0.000,0.000,-48.101,-30.565,-0.000,2.450
 110/ 46/ 9 (C),-0.000,0.000,-45.335,-28.693,-0.000,2.450
 110/ 46/ 13 (C),-0.000,0.000,-46.834,-31.933,-0.000,2.450
 110/ 46/ 14 (C),-0.000,0.000,-39.964,-22.832,-0.000,2.450
 111/ 44/ 6 (C),-0.001,0.000,-3.384,65.451,0.000,1.000
 111/ 44/ 7 (C),-0.002,0.000,-6.074,99.897,0.000,1.000
 111/ 44/ 8 (C),-0.001,0.000,-5.073,71.670,0.000,1.000
 111/ 44/ 9 (C),-0.001,0.000,-3.867,67.228,0.000,1.000
 111/ 44/ 13 (C),-0.001,0.000,-2.339,64.786,0.000,1.000
 111/ 44/ 14 (C),-0.001,0.000,-3.705,63.451,0.000,1.000
 111/ 45/ 6 (C),-0.001,0.000,-14.780,56.572,-0.000,1.000
 111/ 45/ 7 (C),-0.002,0.000,-23.478,85.445,-0.000,1.000
 111/ 45/ 8 (C),-0.001,0.000,-17.760,60.487,-0.000,1.000
 111/ 45/ 9 (C),-0.001,0.000,-15.631,57.691,-0.000,1.000
 111/ 45/ 13 (C),-0.001,0.000,-13.458,57.084,-0.000,1.000
 111/ 45/ 14 (C),-0.001,0.000,-14.824,54.383,-0.000,1.000
 112/ 38/ 6 (C),0.001,0.000,29.933,-19.789,0.000,2.450
 112/ 38/ 7 (C),0.002,0.000,45.963,-30.264,0.000,2.450
 112/ 38/ 8 (C),0.001,0.000,33.131,-21.722,0.000,2.450
 112/ 38/ 9 (C),0.001,0.000,30.847,-20.342,0.000,2.450
 112/ 38/ 13 (C),0.001,0.000,29.020,-19.534,0.000,2.450
 112/ 38/ 14 (C),0.001,-0.000,29.476,-19.217,-0.000,2.450
 112/ 45/ 6 (C),0.001,0.000,0.475,17.460,-0.000,2.450
 112/ 45/ 7 (C),0.002,0.000,0.283,26.388,-0.000,2.450
 112/ 45/ 8 (C),0.001,0.000,-0.106,18.733,-0.000,2.450
 112/ 45/ 9 (C),0.001,0.000,0.309,17.824,-0.000,2.450
 112/ 45/ 13 (C),0.001,0.000,0.371,16.471,-0.000,2.450
 112/ 45/ 14 (C),0.001,-0.000,0.827,17.904,0.000,2.450
 113/ 43/ 6 (C),-0.000,-0.000,48.995,-12.855,-0.000,2.150
 113/ 43/ 7 (C),-0.000,-0.000,74.839,-19.720,-0.000,2.150
 113/ 43/ 8 (C),-0.000,-0.000,53.877,-14.095,-0.000,2.150
 113/ 43/ 9 (C),-0.000,-0.000,50.390,-13.209,-0.000,2.150
 113/ 43/ 13 (C),-0.000,-0.000,48.230,-12.538,-0.000,2.150
 113/ 43/ 14 (C),-0.000,-0.000,47.667,-12.641,-0.000,2.150
 113/ 44/ 6 (C),-0.000,-0.000,22.105,65.699,0.000,2.150
 113/ 44/ 7 (C),-0.000,-0.000,33.619,100.249,0.000,2.150
 113/ 44/ 8 (C),-0.000,-0.000,23.842,71.901,0.000,2.150
 113/ 44/ 9 (C),-0.000,-0.000,22.601,67.471,0.000,2.150
 113/ 44/ 13 (C),-0.000,-0.000,22.014,65.027,0.000,2.150
 113/ 44/ 14 (C),-0.000,-0.000,21.451,63.713,0.000,2.150
 114/ 41/ 6 (C),-0.000,-0.000,72.334,-15.551,-0.000,1.175
 114/ 41/ 7 (C),-0.000,-0.000,110.919,-23.750,-0.000,1.175
 114/ 41/ 8 (C),-0.000,-0.000,80.262,-17.167,-0.000,1.175
 114/ 41/ 9 (C),-0.000,-0.000,74.599,-16.013,-0.000,1.175
 114/ 41/ 13 (C),0.000,-0.000,70.660,-14.996,-0.000,1.175
 114/ 41/ 14 (C),-0.000,0.000,70.610,-15.414,-0.000,1.175
 114/ 43/ 6 (C),-0.000,-0.000,59.386,63.064,0.000,1.175
 114/ 43/ 7 (C),-0.000,-0.000,91.172,96.936,0.000,1.175
 114/ 43/ 8 (C),-0.000,-0.000,65.865,70.102,0.000,1.175
 114/ 43/ 9 (C),-0.000,-0.000,61.237,65.075,0.000,1.175
 114/ 43/ 13 (C),0.000,-0.000,58.023,61.795,0.000,1.175
 114/ 43/ 14 (C),-0.000,0.000,57.973,61.318,-0.000,1.175
 115/ 41/ 6 (C),-0.001,0.000,-67.387,71.020,0.000,1.800
 115/ 41/ 7 (C),-0.002,0.000,-103.863,109.456,0.000,1.800
 115/ 41/ 8 (C),-0.001,0.000,-75.204,79.240,0.000,1.800
 115/ 41/ 9 (C),-0.001,0.000,-69.621,73.368,0.000,1.800
 115/ 41/ 13 (C),-0.001,-0.000,-64.550,69.985,-0.000,1.800
 115/ 41/ 14 (C),-0.001,0.000,-66.874,68.532,0.000,1.800
 115/ 42/ 6 (C),-0.001,0.000,-94.562,-77.816,-0.000,1.800
 115/ 42/ 7 (C),-0.002,0.000,-146.005,-120.327,-0.000,1.800
 115/ 42/ 8 (C),-0.001,0.000,-105.867,-87.280,-0.000,1.800
 115/ 42/ 9 (C),-0.001,0.000,-97.792,-80.520,-0.000,1.800
 115/ 42/ 13 (C),-0.001,-0.000,-90.977,-72.969,0.000,1.800
 115/ 42/ 14 (C),-0.001,0.000,-93.302,-78.607,-0.000,1.800
 116/ 37/ 6 (C),-0.001,0.000,-46.718,34.964,0.000,1.275
 116/ 37/ 7 (C),-0.001,0.000,-71.884,53.832,0.000,1.275
 116/ 37/ 8 (C),-0.001,0.000,-52.056,38.985,0.000,1.275
 116/ 37/ 9 (C),-0.001,0.000,-48.243,36.113,0.000,1.275
 116/ 37/ 13 (C),-0.001,0.000,-48.407,33.246,0.000,1.275
 116/ 37/ 14 (C),-0.001,0.000,-42.741,34.958,0.000,1.275
 116/ 42/ 6 (C),-0.001,0.000,-63.061,-35.675,-0.000,1.275
 116/ 42/ 7 (C),-0.001,0.000,-97.112,-54.945,-0.000,1.275
 116/ 42/ 8 (C),-0.001,0.000,-70.422,-39.850,-0.000,1.275
 116/ 42/ 9 (C),-0.001,0.000,-65.164,-36.868,-0.000,1.275
 116/ 42/ 13 (C),-0.001,0.000,-64.316,-39.248,-0.000,1.275
 116/ 42/ 14 (C),-0.001,0.000,-58.650,-30.312,-0.000,1.275
 117/ 40/ 6 (C),-0.001,0.000,66.705,-67.332,0.000,3.050
 117/ 40/ 7 (C),-0.002,0.000,103.458,-104.366,0.000,3.050
 117/ 40/ 8 (C),-0.001,0.000,75.144,-75.728,0.000,3.050
 117/ 40/ 9 (C),-0.001,0.000,69.116,-69.731,0.000,3.050
 117/ 40/ 13 (C),-0.001,0.000,66.084,-68.389,0.000,3.050
 117/ 40/ 14 (C),-0.001,0.000,63.709,-62.677,0.000,3.050
 117/ 41/ 6 (C),-0.001,0.000,4.947,55.035,-0.000,3.050
 117/ 41/ 7 (C),-0.002,0.000,7.057,85.004,-0.000,3.050
 117/ 41/ 8 (C),-0.001,0.000,5.058,61.693,-0.000,3.050
 117/ 41/ 9 (C),-0.001,0.000,4.979,56.937,-0.000,3.050
 117/ 41/ 13 (C),-0.001,0.000,6.110,54.373,-0.000,3.050
 117/ 41/ 14 (C),-0.001,0.000,3.735,52.842,-0.000,3.050
 118/ 35/ 6 (C),-0.000,-0.000,-34.338,35.494,-0.000,1.625
 118/ 35/ 7 (C),-0.000,-0.000,-52.377,54.410,-0.000,1.625
 118/ 35/ 8 (C),-0.000,-0.000,-37.756,39.285,-0.000,1.625
 118/ 35/ 9 (C),-0.000,-0.000,-35.315,36.577,-0.000,1.625
 118/ 35/ 13 (C),-0.000,-0.000,-31.142,34.619,-0.000,1.625
 118/ 35/ 14 (C),0.000,-0.000,-36.068,34.745,-0.000,1.625
 118/ 40/ 6 (C),-0.000,-0.000,-61.509,-42.889,0.000,1.625
 118/ 40/ 7 (C),-0.000,-0.000,-94.619,-65.832,0.000,1.625
 118/ 40/ 8 (C),-0.000,-0.000,-68.482,-47.620,0.000,1.625
 118/ 40/ 9 (C),-0.000,-0.000,-63.501,-44.240,0.000,1.625
 118/ 40/ 13 (C),-0.000,-0.000,-57.551,-37.935,0.000,1.625
 118/ 40/ 14 (C),0.000,-0.000,-62.477,-45.814,0.000,1.625
 119/ 13/ 6 (C),846.869,-1.141,-10.404,11.625,-1.469,3.050
 119/ 13/ 7 (C),1292.045,-1.784,-16.196,18.082,-2.288,3.050
 119/ 13/ 8 (C),928.002,-1.283,-11.767,13.125,-1.653,3.050
 119/ 13/ 9 (C),870.050,-1.182,-10.793,12.054,-1.522,3.050
 119/ 13/ 13 (C),828.364,2.129,-12.658,15.947,4.225,3.050
 119/ 13/ 14 (C),830.602,-4.351,-7.565,6.661,-7.085,3.050
 119/ 40/ 6 (C),834.669,-1.141,-10.404,-20.106,2.012,3.050
 119/ 40/ 7 (C),1275.575,-1.784,-16.196,-31.316,3.152,3.050
 119/ 40/ 8 (C),915.802,-1.283,-11.767,-22.763,2.262,3.050
 119/ 40/ 9 (C),857.850,-1.182,-10.793,-20.865,2.084,3.050
 119/ 40/ 13 (C),816.164,2.129,-12.658,-22.661,-2.267,3.050
 119/ 40/ 14 (C),818.402,-4.351,-7.565,-16.412,6.185,3.050
 120/ 38/ 6 (C),-0.000,0.000,3.936,42.473,0.000,2.775
 120/ 38/ 7 (C),-0.000,0.000,6.201,65.422,0.000,2.775
 120/ 38/ 8 (C),-0.000,0.000,4.572,47.368,0.000,2.775
 120/ 38/ 9 (C),-0.000,0.000,4.118,43.871,0.000,2.775
 120/ 38/ 13 (C),-0.000,0.000,4.147,41.243,0.000,2.775
 120/ 38/ 14 (C),-0.000,-0.000,3.452,41.604,-0.000,2.775
 120/ 39/ 6 (C),-0.000,0.000,-42.370,-16.070,-0.000,2.775
 120/ 39/ 7 (C),-0.000,0.000,-65.452,-25.083,-0.000,2.775
 120/ 39/ 8 (C),-0.000,0.000,-47.577,-18.317,-0.000,2.775
 120/ 39/ 9 (C),-0.000,0.000,-43.858,-16.712,-0.000,2.775
 120/ 39/ 13 (C),-0.000,0.000,-40.907,-14.803,-0.000,2.775
 120/ 39/ 14 (C),-0.000,-0.000,-41.602,-16.373,0.000,2.775
 121/ 36/ 6 (C),-0.000,0.001,302.665,-71.339,0.000,0.400
 121/ 36/ 7 (C),-0.000,0.002,455.306,-107.350,0.000,0.400
 121/ 36/ 8 (C),-0.000,0.001,328.073,-77.330,0.000,0.400
 121/ 36/ 9 (C),-0.000,0.001,309.925,-73.051,0.000,0.400
 121/ 36/ 13 (C),-0.001,0.001,294.527,-69.919,0.000,0.400
 121/ 36/ 14 (C),0.000,0.001,299.915,-70.193,0.000,0.400
 121/ 39/ 6 (C),-0.000,0.001,300.137,49.173,-0.000,0.400
 121/ 39/ 7 (C),-0.000,0.002,451.718,73.978,-0.000,0.400
 121/ 39/ 8 (C),-0.000,0.001,325.433,53.315,-0.000,0.400
 121/ 39/ 9 (C),-0.000,0.001,307.365,50.356,-0.000,0.400
 121/ 39/ 13 (C),-0.001,0.001,292.023,47.344,-0.000,0.400
 121/ 39/ 14 (C),0.000,0.001,297.411,49.226,-0.000,0.400
 122/ 37/ 6 (C),-0.000,0.000,49.800,-12.123,0.000,1.350
 122/ 37/ 7 (C),-0.000,0.000,76.531,-18.655,0.000,1.350
 122/ 37/ 8 (C),-0.000,0.000,55.462,-13.508,0.000,1.350
 122/ 37/ 9 (C),-0.000,0.000,51.418,-12.518,0.000,1.350
 122/ 37/ 13 (C),-0.000,0.000,48.707,-12.138,0.000,1.350
 122/ 37/ 14 (C),-0.000,0.000,48.467,-11.514,0.000,1.350
 122/ 38/ 6 (C),-0.000,0.000,33.869,45.953,-0.000,1.350
 122/ 38/ 7 (C),-0.000,0.000,52.164,70.758,-0.000,1.350
 122/ 38/ 8 (C),-0.000,0.000,37.703,51.224,-0.000,1.350
 122/ 38/ 9 (C),-0.000,0.000,34.964,47.459,-0.000,1.350
 122/ 38/ 13 (C),-0.000,0.000,33.167,44.674,-0.000,1.350
 122/ 38/ 14 (C),-0.000,0.000,32.928,44.974,-0.000,1.350
 123/ 30/ 6 (C),-0.000,0.000,34.187,-22.147,0.000,2.000
 123/ 30/ 7 (C),-0.000,0.000,52.920,-34.383,0.000,2.000
 123/ 30/ 8 (C),-0.000,0.000,38.526,-25.019,0.000,2.000
 123/ 30/ 9 (C),-0.000,0.000,35.426,-22.968,0.000,2.000
 123/ 30/ 13 (C),-0.000,0.000,30.543,-17.173,0.000,2.000
 123/ 30/ 14 (C),0.000,0.000,35.970,-25.891,0.000,2.000
 123/ 37/ 6 (C),-0.000,0.000,3.082,20.310,-0.000,2.000
 123/ 37/ 7 (C),-0.000,0.000,4.647,31.437,-0.000,2.000
 123/ 37/ 8 (C),-0.000,0.000,3.406,22.901,-0.000,2.000
 123/ 37/ 9 (C),-0.000,0.000,3.175,21.050,-0.000,2.000
 123/ 37/ 13 (C),-0.000,0.000,0.300,18.688,-0.000,2.000
 123/ 37/ 14 (C),0.000,0.000,5.726,20.823,-0.000,2.000
 124/ 32/ 6 (C),0.000,-0.000,-33.887,-0.946,-0.000,1.600
 124/ 32/ 7 (C),0.000,-0.000,-51.134,-1.625,-0.000,1.600
 124/ 32/ 8 (C),0.000,-0.000,-36.571,-1.393,-0.000,1.600
 124/ 32/ 9 (C),0.000,-0.000,-34.654,-1.074,-0.000,1.600
 124/ 32/ 13 (C),0.000,-0.000,-40.177,4.578,-0.000,1.600
 124/ 32/ 14 (C),0.000,-0.000,-26.447,-6.279,-0.000,1.600
 124/ 36/ 6 (C),0.000,-0.000,-49.459,-66.535,0.000,1.600
 124/ 36/ 7 (C),0.000,-0.000,-74.171,-100.138,0.000,1.600
 124/ 36/ 8 (C),0.000,-0.000,-53.431,-72.138,0.000,1.600
 124/ 36/ 9 (C),0.000,-0.000,-50.594,-68.136,0.000,1.600
 124/ 36/ 13 (C),0.000,-0.000,-55.473,-70.890,0.000,1.600
 124/ 36/ 14 (C),0.000,-0.000,-41.743,-59.779,0.000,1.600
 125/ 34/ 6 (C),-0.000,-0.000,-25.545,87.187,-0.000,2.350
 125/ 34/ 7 (C),-0.000,-0.000,-38.440,132.617,-0.000,2.350
 125/ 34/ 8 (C),-0.000,-0.000,-27.249,95.046,-0.000,2.350
 125/ 34/ 9 (C),-0.000,-0.000,-26.032,89.432,-0.000,2.350
 125/ 34/ 13 (C),-0.000,0.000,-25.504,86.318,0.000,2.350
 125/ 34/ 14 (C),-0.000,-0.000,-24.856,84.688,-0.000,2.350
 125/ 35/ 6 (C),-0.000,-0.000,-59.704,-16.482,0.000,2.350
 125/ 35/ 7 (C),-0.000,-0.000,-91.079,-25.138,0.000,2.350
 125/ 35/ 8 (C),-0.000,-0.000,-65.579,-18.067,0.000,2.350
 125/ 35/ 9 (C),-0.000,-0.000,-61.383,-16.935,0.000,2.350
 125/ 35/ 13 (C),-0.000,0.000,-58.770,-16.089,-0.000,2.350
 125/ 35/ 14 (C),-0.000,-0.000,-58.121,-16.196,0.000,2.350
 126/ 28/ 6 (C),-0.000,0.000,48.071,-30.904,0.000,1.650
 126/ 28/ 7 (C),-0.000,0.000,73.825,-47.552,0.000,1.650
 126/ 28/ 8 (C),-0.000,0.000,53.385,-34.353,0.000,1.650
 126/ 28/ 9 (C),-0.000,0.000,49.589,-31.890,0.000,1.650
 126/ 28/ 13 (C),-0.000,-0.000,49.719,-34.512,-0.000,1.650
 126/ 28/ 14 (C),-0.001,0.000,44.145,-25.819,0.000,1.650
 126/ 35/ 6 (C),-0.000,0.000,25.366,33.088,-0.000,1.650
 126/ 35/ 7 (C),-0.000,0.000,38.702,50.701,-0.000,1.650
 126/ 35/ 8 (C),-0.000,0.000,27.822,36.573,-0.000,1.650
 126/ 35/ 9 (C),-0.000,0.000,26.068,34.084,-0.000,1.650
 126/ 35/ 13 (C),-0.000,-0.000,27.627,32.593,0.000,1.650
 126/ 35/ 14 (C),-0.001,0.000,22.053,32.088,-0.000,1.650
 127/ 33/ 6 (C),-0.001,0.000,74.247,-57.733,0.000,2.675
 127/ 33/ 7 (C),-0.001,0.000,113.486,-88.228,0.000,2.675
 127/ 33/ 8 (C),-0.001,0.000,81.717,-63.350,0.000,2.675
 127/ 33/ 9 (C),-0.001,0.000,76.381,-59.338,0.000,2.675
 127/ 33/ 13 (C),-0.001,0.000,73.359,-57.474,0.000,2.675
 127/ 33/ 14 (C),-0.001,-0.000,71.935,-55.584,0.000,2.675
 127/ 34/ 6 (C),-0.001,0.000,32.957,90.228,-0.000,2.675
 127/ 34/ 7 (C),-0.001,0.000,49.739,137.361,-0.000,2.675
 127/ 34/ 8 (C),-0.001,0.000,35.310,98.451,-0.000,2.675
 127/ 34/ 9 (C),-0.001,0.000,33.630,92.578,-0.000,2.675
 127/ 34/ 13 (C),-0.001,0.000,33.166,89.426,-0.000,2.675
 127/ 34/ 14 (C),-0.001,-0.000,31.741,87.506,0.000,2.675
 128/ 26/ 6 (C),0.000,0.000,8.862,-17.354,0.000,1.650
 128/ 26/ 7 (C),0.000,0.000,13.033,-26.319,0.000,1.650
 128/ 26/ 8 (C),0.000,0.000,9.429,-19.121,0.000,1.650
 128/ 26/ 9 (C),0.000,0.000,9.024,-17.859,0.000,1.650
 128/ 26/ 13 (C),0.000,-0.000,15.573,-22.452,-0.000,1.650
 128/ 26/ 14 (C),0.000,0.000,1.909,-11.500,0.000,1.650
 128/ 33/ 6 (C),0.000,0.000,-4.756,-13.967,-0.000,1.650
 128/ 33/ 7 (C),0.000,0.000,-6.843,-21.212,-0.000,1.650
 128/ 33/ 8 (C),0.000,0.000,-5.143,-15.585,-0.000,1.650
 128/ 33/ 9 (C),0.000,0.000,-4.867,-14.429,-0.000,1.650
 128/ 33/ 13 (C),0.000,-0.000,2.158,-7.824,0.000,1.650
 128/ 33/ 14 (C),0.000,0.000,-11.505,-19.417,-0.000,1.650
 129/ 31/ 6 (C),-0.000,0.000,11.731,24.095,0.000,2.775
 129/ 31/ 7 (C),-0.000,0.000,18.076,37.519,0.000,2.775
 129/ 31/ 8 (C),-0.000,0.000,13.155,27.274,0.000,2.775
 129/ 31/ 9 (C),-0.000,0.000,12.138,25.003,0.000,2.775
 129/ 31/ 13 (C),-0.000,-0.000,10.446,24.483,-0.000,2.775
 129/ 31/ 14 (C),-0.000,0.000,12.407,22.346,0.000,2.775
 129/ 32/ 6 (C),-0.000,0.000,-34.815,-13.843,-0.000,2.775
 129/ 32/ 7 (C),-0.000,0.000,-53.960,-21.671,-0.000,2.775
 129/ 32/ 8 (C),-0.000,0.000,-39.272,-15.783,-0.000,2.775
 129/ 32/ 9 (C),-0.000,0.000,-36.088,-14.397,-0.000,2.775
 129/ 32/ 13 (C),-0.000,-0.000,-34.841,-15.081,0.000,2.775
 129/ 32/ 14 (C),-0.000,0.000,-32.879,-11.774,-0.000,2.775
 130/ 25/ 6 (C),-0.000,0.000,21.493,-2.183,0.000,3.725
 130/ 25/ 7 (C),-0.000,0.000,32.235,-3.110,0.000,3.725
 130/ 25/ 8 (C),-0.000,0.000,23.517,-2.290,0.000,3.725
 130/ 25/ 9 (C),-0.000,0.000,22.072,-2.213,0.000,3.725
 130/ 25/ 13 (C),-0.000,0.000,17.421,6.255,0.000,3.725
 130/ 25/ 14 (C),-0.000,0.000,24.698,-10.575,0.000,3.725
 130/ 32/ 6 (C),-0.000,0.000,-24.783,-8.310,-0.000,3.725
 130/ 32/ 7 (C),-0.000,0.000,-37.341,-12.621,-0.000,3.725
 130/ 32/ 8 (C),-0.000,0.000,-27.299,-9.334,-0.000,3.725
 130/ 32/ 9 (C),-0.000,0.000,-25.502,-8.603,-0.000,3.725
 130/ 32/ 13 (C),-0.000,0.000,-27.883,-13.231,-0.000,3.725
 130/ 32/ 14 (C),-0.000,0.000,-20.605,-2.951,-0.000,3.725
 131/ 30/ 6 (C),-0.001,0.000,62.104,-45.142,0.000,1.350
 131/ 30/ 7 (C),-0.001,0.000,96.392,-70.080,0.000,1.350
 131/ 30/ 8 (C),-0.001,0.000,70.116,-50.983,0.000,1.350
 131/ 30/ 9 (C),-0.001,0.000,64.393,-46.811,0.000,1.350
 131/ 30/ 13 (C),-0.001,-0.000,60.036,-42.379,-0.000,1.350
 131/ 30/ 14 (C),-0.000,0.000,60.738,-45.400,0.000,1.350
 131/ 31/ 6 (C),-0.001,0.000,42.027,24.925,-0.000,1.350
 131/ 31/ 7 (C),-0.001,0.000,65.431,38.798,-0.000,1.350
 131/ 31/ 8 (C),-0.001,0.000,47.573,28.202,-0.000,1.350
 131/ 31/ 9 (C),-0.001,0.000,43.611,25.862,-0.000,1.350
