Column1,Column3,Column4,Column5,Column6,Column7,Column8
344/19/13,504.551,4.837,10.034,7.701,-7.181,3.05
344/19/14,497.061,-1.854,16.717,18.632,3.545,3.05
361/51/6,539.624,0.755,-13.715,27.445,1.409,3.05
361/51/7,807.973,1.189,-20.792,41.594,2.223,3.05
361/51/8,583.071,0.866,-14.999,30.006,1.618,3.05
361/51/9,552.037,0.787,-14.082,28.177,1.469,3.05
361/51/13,534.484,0.009,-16.936,31.936,0.272,3.05
361/51/14,526.143,1.454,-9.944,21.857,2.456,3.05
361/18/6,546.486,0.755,-13.715,-14.387,-0.894,3.05
361/18/7,817.237,1.189,-20.792,-21.822,-1.404,3.05
361/18/8,589.934,0.866,-14.999,-15.74,-1.023,3.05
361/18/9,558.9,0.787,-14.082,-14.773,-0.931,3.05
361/18/13,541.347,0.009,-16.936,-19.719,0.245,3.05
361/18/14,533.005,1.454,-9.944,-8.474,-1.979,3.05
362/14/6,834.408,-4.55,13.762,-12.943,-5.296,3.05
362/14/7,1271.003,-7.078,21.276,-20.014,-8.233,3.05
362/14/8,913.239,-5.147,15.431,-14.526,-5.984,3.05
362/14/9,856.931,-4.721,14.239,-13.395,-5.493,3.05
362/14/13,823.013,-7.239,10.86,-7.963,-10.279,3.05
362/14/14,812.019,-1.605,15.949,-17.245,-0.019,3.05
362/42/6,822.208,-4.55,13.762,29.031,8.581,3.05
362/42/7,1254.533,-7.078,21.276,44.877,13.356,3.05
362/42/8,901.039,-5.147,15.431,32.538,9.715,3.05
362/42/9,844.731,-4.721,14.239,30.033,8.905,3.05
362/42/13,810.813,-7.239,10.86,25.159,11.801,3.05
362/42/14,799.819,-1.605,15.949,31.4,4.876,3.05
